brand_id,official_domain,vertical_l1,vertical_l2,original_brand_name,cleaned_brand_name,selected_source,domain_entity_type,domain_hard_gate,entity_decision,final_score,name_score,domain_score,reasons
brand_msn-com_45826d34,msn.com,gaming_entertainment,gaming,Msn,Msn,original_name,publisher,false,brand_ad_eligible,0.808,1,0.62,publisher_domain_pattern
brand_mailinabox-email_4c3e5515,mailinabox.email,home_appliance,kitchen_appliance,Mailinabox,Mailinabox,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_forbes-com_67d19e48,forbes.com,home_improvement,home_decor,Forbes,Forbes,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_spglobal-com_56c2f58e,spglobal.com,mobility,automotive,Spglobal,Spglobal,original_name,commercial,false,brand_ad_eligible,0.8855,1,0.82,
brand_soundcloud-com_24dff067,soundcloud.com,pet,pet_supplies,Soundcloud,Soundcloud,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_weforum-org_b1fbdbe4,weforum.org,saas,productivity,Weforum,Weforum,domain_candidate,commercial,false,brand_ad_eligible,0.748,0.55,0.82,non_brand_hint
brand_forumsport-com_47dd4f9a,forumsport.com,sports_outdoor,fitness,Forumsport,Forumsport,domain_candidate,commercial,false,brand_ad_eligible,0.7505,0.55,0.82,non_brand_hint
brand_gov-in_6ca8b982,gov.in,travel_hospitality,hotel_booking,Gov,Gov,original_name,commercial,false,brand_ad_eligible,0.878,1,0.82,
brand_live-com_cc525963,live.com,art_culture,craft,Live,Live,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_cloudflare-com_486972a0,cloudflare.com,b2b_services,business_service,Cloudflare,Cloudflare,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_tumblr-com_64235172,tumblr.com,baby_parenting,baby_products,Tumblr,Tumblr,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_collinsdictionary-com_7eefb769,collinsdictionary.com,consumer_electronics,smartphone,Collinsdictionary,Collinsdictionary,original_name,commercial,false,brand_ad_eligible,0.899,1,0.82,
brand_nytimes-com_87a10fe6,nytimes.com,developer_tools,dev_platform,Nytimes,Nytimes,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_nginx-org_e593468e,nginx.org,education,online_learning,Nginx,Nginx,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_fashionforum-dk_845edf01,fashionforum.dk,fashion,apparel,Fashionforum,Fashionforum,domain_candidate,commercial,false,brand_ad_eligible,0.7405,0.55,0.82,non_brand_hint
brand_f5-com_fc360b34,f5.com,finance,digital_banking,F5,F5,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_food-forum-pl_977c2d3f,food-forum.pl,food_beverage,snacks,Food Forum,Food Forum,domain_candidate,commercial,false,brand_ad_eligible,0.738,0.55,0.82,non_brand_hint
brand_tripmerge-com_8f71b84b,tripmerge.com,gaming_entertainment,gaming,Tripmerge,Tripmerge,original_name,commercial,false,brand_ad_eligible,0.903,1,0.82,
brand_creativecommons-org_51db91f5,creativecommons.org,health_wellness,healthcare,Creativecommons,Creativecommons,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_sciencedirect-com_8cbc17f5,sciencedirect.com,home_appliance,kitchen_appliance,Sciencedirect,Sciencedirect,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_googleblog-com_02ac689c,googleblog.com,home_improvement,home_decor,Googleblog,Googleblog,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_debian-org_f1f24587,debian.org,local_services,food_delivery,Debian,Debian,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_openai-com_a8795567,openai.com,mobility,automotive,OpenAI,OpenAI,original_name,commercial,false,brand_ad_eligible,0.858,1,0.82,
brand_plesk-com_c8a8b70f,plesk.com,pet,pet_supplies,Plesk,Plesk,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_nginx-com_2cf05871,nginx.com,saas,productivity,Nginx,Nginx,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_vimeo-com_b876a37d,vimeo.com,sports_outdoor,fitness,Vimeo,Vimeo,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_researchgate-net_760c754a,researchgate.net,art_culture,craft,Researchgate,Researchgate,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_cookiedatabase-org_8de9146c,cookiedatabase.org,b2b_services,business_service,Cookiedatabase,Cookiedatabase,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_eudic-net_40affb80,eudic.net,consumer_electronics,smartphone,Eudic,Eudic,original_name,commercial,false,brand_ad_eligible,0.894,1,0.82,
brand_cnn-com_c917ab8c,cnn.com,developer_tools,dev_platform,Cnn,Cnn,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_flickr-com_de6eb4c7,flickr.com,education,online_learning,Flickr,Flickr,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_paypal-com_1be9461a,paypal.com,fashion,apparel,PayPal,PayPal,original_name,commercial,false,brand_ad_eligible,0.858,1,0.82,
brand_office-com_e65dcd5a,office.com,finance,digital_banking,Office,Office,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_whatsapp-com_0b521d5f,whatsapp.com,food_beverage,snacks,Whatsapp,Whatsapp,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_wanderlix-com_5e1a8d1c,wanderlix.com,gaming_entertainment,gaming,Wanderlix,Wanderlix,original_name,commercial,false,brand_ad_eligible,0.898,1,0.82,
brand_dropcatch-com_39bf2978,dropcatch.com,health_wellness,healthcare,Dropcatch,Dropcatch,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_washingtonpost-com_8bae4eaf,washingtonpost.com,home_improvement,home_decor,Washingtonpost,Washingtonpost,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_calendly-com_c93d6242,calendly.com,local_services,food_delivery,Calendly,Calendly,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_mysql-com_85d5cd32,mysql.com,pet,pet_supplies,Mysql,Mysql,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_godaddy-com_4fce9822,godaddy.com,saas,productivity,Godaddy,Godaddy,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_macromedia-com_87462a61,macromedia.com,sports_outdoor,fitness,Macromedia,Macromedia,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_w3-org_0e4371c6,w3.org,travel_hospitality,hotel_booking,W3,W3,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_canva-com_bdf90231,canva.com,b2b_services,business_service,Canva,Canva,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_issuu-com_56005e4d,issuu.com,baby_parenting,baby_products,Issuu,Issuu,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_github-com_f5825304,github.com,beauty_personal_care,skincare,Github,Github,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_bilibili-com_63af691b,bilibili.com,consumer_electronics,smartphone,Bilibili,Bilibili,original_name,commercial,false,brand_ad_eligible,0.893,1,0.82,
brand_un-org_7847d793,un.org,developer_tools,dev_platform,Un,Un,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_vk-com_993ee817,vk.com,education,online_learning,Vk,Vk,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_youtu-be_916beeb6,youtu.be,fashion,apparel,Youtu,Youtu,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_dropbox-com_0cd6ee23,dropbox.com,finance,digital_banking,Dropbox,Dropbox,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_3dmgame-com_144bc215,3dmgame.com,gaming_entertainment,gaming,3dmgame,3dmgame,original_name,commercial,false,brand_ad_eligible,0.898,1,0.82,
brand_linktr-ee_0a5039d2,linktr.ee,health_wellness,healthcare,Linktr,Linktr,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_discord-gg_a5175d26,discord.gg,home_appliance,kitchen_appliance,Discord,Discord,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_etsy-com_c36d4fb4,etsy.com,home_improvement,home_decor,Etsy,Etsy,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_oup-com_5b00eb4e,oup.com,local_services,food_delivery,Oup,Oup,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_archive-org_6a55ce7e,archive.org,mobility,automotive,Archive,Archive,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_hp-com_99d66c73,hp.com,pet,pet_supplies,Hp,Hp,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_opera-com_21402628,opera.com,saas,productivity,Opera,Opera,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_youtube-nocookie-com_f5e8b5a3,youtube-nocookie.com,travel_hospitality,hotel_booking,Youtube Nocookie,Youtube Nocookie,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_ietf-org_22f7b445,ietf.org,art_culture,craft,Ietf,Ietf,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_stripe-com_26492087,stripe.com,b2b_services,business_service,Stripe,Stripe,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_statista-com_2c966f30,statista.com,baby_parenting,baby_products,Statista,Statista,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_wordpress-org_28e723ea,wordpress.org,beauty_personal_care,cosmetics,Wordpress,Wordpress,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_dxomark-cn_ad12257b,dxomark.cn,consumer_electronics,smartphone,Dxomark,Dxomark,original_name,commercial,false,brand_ad_eligible,0.893,1,0.82,
brand_list-manage-com_97464cff,list-manage.com,developer_tools,dev_platform,List Manage,List Manage,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_weebly-com_0e808dda,weebly.com,finance,digital_banking,Weebly,Weebly,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_bbc-com_0d4cd9cf,bbc.com,gaming_entertainment,gaming,Bbc,Bbc,original_name,publisher,false,brand_ad_eligible,0.793,1,0.62,publisher_domain_pattern
brand_amzn-to_243b5656,amzn.to,health_wellness,healthcare,Amzn,Amzn,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_twitch-tv_b60af923,twitch.tv,home_appliance,kitchen_appliance,Twitch,Twitch,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_firefox-com_ebf94db2,firefox.com,home_improvement,home_decor,Firefox,Firefox,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_sina-com-cn_2bab01c7,sina.com.cn,local_services,food_delivery,Sina,Sina,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_shopify-com_95568ea3,shopify.com,mobility,automotive,Shopify,Shopify,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_ted-com_ccf9fc8b,ted.com,pet,pet_supplies,Ted,Ted,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_wikimedia-org_b24d201e,wikimedia.org,saas,productivity,Wikimedia,Wikimedia,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_wiley-com_a8a425ed,wiley.com,sports_outdoor,fitness,Wiley,Wiley,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_imdb-com_02856202,imdb.com,travel_hospitality,hotel_booking,Imdb,Imdb,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_dailymail-co-uk_3d72f2bd,dailymail.co.uk,art_culture,craft,Dailymail,Dailymail,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_techcrunch-com_1ddcc72c,techcrunch.com,b2b_services,business_service,Techcrunch,Techcrunch,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_myshopify-com_f7e08ea6,myshopify.com,baby_parenting,baby_products,Myshopify,Myshopify,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_gov-cn_46e02606,gov.cn,beauty_personal_care,skincare,Gov,Gov,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_cambridge-org_a0d465d9,cambridge.org,consumer_electronics,smartphone,Cambridge,Cambridge,original_name,commercial,false,brand_ad_eligible,0.8916,1,0.82,
brand_go-com_779aa8bc,go.com,developer_tools,dev_platform,Go,Go,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_businessinsider-com_71727c1a,businessinsider.com,education,online_learning,Businessinsider,Businessinsider,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_qq-com_0b33c434,qq.com,fashion,apparel,Qq,Qq,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_unsplash-com_20c65a9d,unsplash.com,finance,digital_banking,Unsplash,Unsplash,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_gnu-org_2554f1b6,gnu.org,food_beverage,snacks,Gnu,Gnu,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_admiddleeast-com_eb49a19a,admiddleeast.com,gaming_entertainment,gaming,Admiddleeast,Admiddleeast,original_name,commercial,false,brand_ad_eligible,0.888,1,0.82,
brand_stackoverflow-com_3c20ec22,stackoverflow.com,health_wellness,healthcare,Stackoverflow,Stackoverflow,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_usatoday-com_61a5c329,usatoday.com,home_appliance,kitchen_appliance,Usatoday,Usatoday,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_google-de_9570bdfd,google.de,home_improvement,home_decor,Google,Google,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_redhat-com_bdd9396a,redhat.com,local_services,food_delivery,Redhat,Redhat,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_squarespace-com_d49a12c2,squarespace.com,pet,pet_supplies,Squarespace,Squarespace,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_telegram-me_bde8961c,telegram.me,saas,productivity,Telegram,Telegram,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_gov-uk_ab2753f9,gov.uk,sports_outdoor,fitness,Gov,Gov,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_expireddomains-com_156fc179,expireddomains.com,travel_hospitality,hotel_booking,Expireddomains,Expireddomains,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_unesco-org_b2b65099,unesco.org,art_culture,craft,Unesco,Unesco,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_dailymotion-com_c835f1e4,dailymotion.com,b2b_services,business_service,Dailymotion,Dailymotion,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_ft-com_11a01d5b,ft.com,baby_parenting,baby_products,Ft,Ft,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_doi-org_72da55db,doi.org,beauty_personal_care,skincare,Doi,Doi,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_slideshare-net_2e88db10,slideshare.net,education,online_learning,Slideshare,Slideshare,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_spotify-com_e4e77f51,spotify.com,fashion,footwear,Spotify,Spotify,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_behance-net_4e165b36,behance.net,finance,digital_banking,Behance,Behance,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_uaktravel-com_969f91de,uaktravel.com,gaming_entertainment,gaming,Uaktravel,Uaktravel,original_name,commercial,false,brand_ad_eligible,0.883,1,0.82,
brand_substack-com_cbb864a7,substack.com,health_wellness,healthcare,Substack,Substack,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_britannica-com_4221ea70,britannica.com,home_appliance,kitchen_appliance,Britannica,Britannica,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_pixabay-com_80c2942f,pixabay.com,home_improvement,home_decor,Pixabay,Pixabay,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_goodreads-com_9a1b919b,goodreads.com,local_services,food_delivery,Goodreads,Goodreads,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_aol-com_21378a82,aol.com,mobility,automotive,Aol,Aol,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_latimes-com_70201b6f,latimes.com,pet,pet_supplies,Latimes,Latimes,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_npr-org_ce85eb1d,npr.org,saas,productivity,Npr,Npr,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_sharepoint-com_3183d144,sharepoint.com,travel_hospitality,hotel_booking,Sharepoint,Sharepoint,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_mailchimp-com_a9fee24d,mailchimp.com,art_culture,craft,Mailchimp,Mailchimp,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_ieee-org_0c9054e3,ieee.org,b2b_services,business_service,Ieee,Ieee,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_theguardian-com_d96080e4,theguardian.com,beauty_personal_care,cosmetics,Theguardian,Theguardian,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_chinesewords-org_400c2624,chinesewords.org,consumer_electronics,smartphone,Chinesewords,Chinesewords,original_name,commercial,false,brand_ad_eligible,0.889,1,0.82,
brand_free-fr_0b8e23d5,free.fr,developer_tools,dev_platform,Free,Free,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_hubspot-com_08990184,hubspot.com,education,online_learning,Hubspot,Hubspot,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_oracle-com_9966038a,oracle.com,fashion,footwear,Oracle,Oracle,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_cnet-com_f8322c90,cnet.com,finance,digital_banking,Cnet,Cnet,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_time-com_9edb4207,time.com,food_beverage,snacks,Time,Time,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_xbox-com_80cb2aa7,xbox.com,gaming_entertainment,gaming,Xbox,Xbox,original_name,commercial,false,brand_ad_eligible,0.881,1,0.82,
brand_booking-com_997f7683,booking.com,health_wellness,healthcare,Booking,Booking,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_hbr-org_4fc130ed,hbr.org,home_appliance,kitchen_appliance,Hbr,Hbr,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_aliyun-com_cc1e1a4c,aliyun.com,home_improvement,home_decor,Aliyun,Aliyun,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_readthedocs-io_9aaadb92,readthedocs.io,local_services,food_delivery,Readthedocs,Readthedocs,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_gouv-fr_c4e692bd,gouv.fr,mobility,automotive,Gouv,Gouv,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_freepik-com_c97e9fa5,freepik.com,pet,pet_supplies,Freepik,Freepik,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_bsky-app_ccf70953,bsky.app,saas,productivity,Bsky,Bsky,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_trustpilot-com_dac5a461,trustpilot.com,sports_outdoor,fitness,Trustpilot,Trustpilot,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_blogger-com_335b31ca,blogger.com,travel_hospitality,hotel_booking,Blogger,Blogger,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_netflix-com_aaee523e,netflix.com,art_culture,craft,Netflix,Netflix,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_sedo-com_03efdd1a,sedo.com,b2b_services,business_service,Sedo,Sedo,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_theverge-com_600163e1,theverge.com,baby_parenting,baby_products,Theverge,Theverge,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_bbc-co-uk_4e831e80,bbc.co.uk,beauty_personal_care,skincare,Bbc,Bbc,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_zhihu-com_924f9040,zhihu.com,consumer_electronics,pet_supplies,Zhihu,Zhihu,original_name,commercial,false,brand_ad_eligible,0.8844,1,0.82,
brand_mckinsey-com_bc70f283,mckinsey.com,developer_tools,dev_platform,Mckinsey,Mckinsey,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_independent-co-uk_0777de51,independent.co.uk,education,online_learning,Independent,Independent,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_networkadvertising-org_2d2dd74e,networkadvertising.org,finance,digital_banking,Networkadvertising,Networkadvertising,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_splashtravels-com_d4080f3a,splashtravels.com,gaming_entertainment,gaming,Splashtravels,Splashtravels,original_name,commercial,false,brand_ad_eligible,0.878,1,0.82,
brand_mailchi-mp_da39ba69,mailchi.mp,home_appliance,kitchen_appliance,Mailchi,Mailchi,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_youronlinechoices-com_666c7691,youronlinechoices.com,home_improvement,home_decor,Youronlinechoices,Youronlinechoices,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_kickstarter-com_465ddee4,kickstarter.com,local_services,food_delivery,Kickstarter,Kickstarter,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_myspace-com_7bbafda8,myspace.com,mobility,automotive,Myspace,Myspace,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_huffingtonpost-com_4c388e5f,huffingtonpost.com,pet,pet_supplies,Huffingtonpost,Huffingtonpost,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_wix-com_e9b38138,wix.com,saas,productivity,Wix,Wix,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_mdpi-com_248a6cb6,mdpi.com,sports_outdoor,fitness,Mdpi,Mdpi,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_cbsnews-com_7c7134dd,cbsnews.com,travel_hospitality,hotel_booking,Cbsnews,Cbsnews,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_scribd-com_aed0f678,scribd.com,art_culture,craft,Scribd,Scribd,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_yandex-ru_b86d9a46,yandex.ru,baby_parenting,baby_products,Yandex,Yandex,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_reuters-com_56d76a66,reuters.com,beauty_personal_care,cosmetics,Reuters,Reuters,original_name,publisher,false,brand_ad_eligible,0.722,1,0.62,publisher_domain_pattern
brand_hujiang-com_f0c568f4,hujiang.com,consumer_electronics,smartphone,Hujiang,Hujiang,original_name,commercial,false,brand_ad_eligible,0.884,1,0.82,
brand_healthline-com_eafc9329,healthline.com,developer_tools,dev_platform,Healthline,Healthline,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
brand_iso-org_d1dc318b,iso.org,education,online_learning,Iso,Iso,original_name,commercial,false,brand_ad_eligible,0.822,1,0.82,
