brand_id,brand_name,official_domain,vertical_l1,vertical_l2,final_score,domain_entity_type,reasons
brand_doi-org_72da55db,Doi,doi.org,beauty_personal_care,skincare,0.822,commercial,
brand_slideshare-net_2e88db10,Slideshare,slideshare.net,education,online_learning,0.822,commercial,
brand_spotify-com_e4e77f51,Spotify,spotify.com,fashion,footwear,0.822,commercial,
brand_behance-net_4e165b36,Behance,behance.net,finance,digital_banking,0.822,commercial,
brand_uaktravel-com_969f91de,Uaktravel,uaktravel.com,gaming_entertainment,gaming,0.883,commercial,
brand_substack-com_cbb864a7,Substack,substack.com,health_wellness,healthcare,0.822,commercial,
brand_britannica-com_4221ea70,Britannica,britannica.com,home_appliance,kitchen_appliance,0.822,commercial,
brand_pixabay-com_80c2942f,Pixabay,pixabay.com,home_improvement,home_decor,0.822,commercial,
brand_goodreads-com_9a1b919b,Goodreads,goodreads.com,local_services,food_delivery,0.822,commercial,
brand_aol-com_21378a82,Aol,aol.com,mobility,automotive,0.822,commercial,
brand_latimes-com_70201b6f,Latimes,latimes.com,pet,pet_supplies,0.722,publisher,publisher_domain_pattern
brand_npr-org_ce85eb1d,Npr,npr.org,saas,productivity,0.722,publisher,publisher_domain_pattern
brand_sharepoint-com_3183d144,Sharepoint,sharepoint.com,travel_hospitality,hotel_booking,0.822,commercial,
brand_mailchimp-com_a9fee24d,Mailchimp,mailchimp.com,art_culture,craft,0.822,commercial,
brand_ieee-org_0c9054e3,Ieee,ieee.org,b2b_services,business_service,0.822,commercial,
brand_theguardian-com_d96080e4,Theguardian,theguardian.com,beauty_personal_care,cosmetics,0.722,publisher,publisher_domain_pattern
brand_chinesewords-org_400c2624,Chinesewords,chinesewords.org,consumer_electronics,smartphone,0.889,commercial,
brand_free-fr_0b8e23d5,Free,free.fr,developer_tools,dev_platform,0.822,commercial,
brand_hubspot-com_08990184,Hubspot,hubspot.com,education,online_learning,0.822,commercial,
brand_oracle-com_9966038a,Oracle,oracle.com,fashion,footwear,0.822,commercial,
brand_cnet-com_f8322c90,Cnet,cnet.com,finance,digital_banking,0.822,commercial,
brand_time-com_9edb4207,Time,time.com,food_beverage,snacks,0.822,commercial,
brand_xbox-com_80cb2aa7,Xbox,xbox.com,gaming_entertainment,gaming,0.881,commercial,
brand_booking-com_997f7683,Booking,booking.com,health_wellness,healthcare,0.822,commercial,
brand_hbr-org_4fc130ed,Hbr,hbr.org,home_appliance,kitchen_appliance,0.822,commercial,
brand_aliyun-com_cc1e1a4c,Aliyun,aliyun.com,home_improvement,home_decor,0.822,commercial,
brand_readthedocs-io_9aaadb92,Readthedocs,readthedocs.io,local_services,food_delivery,0.822,commercial,
brand_gouv-fr_c4e692bd,Gouv,gouv.fr,mobility,automotive,0.822,commercial,
brand_freepik-com_c97e9fa5,Freepik,freepik.com,pet,pet_supplies,0.822,commercial,
brand_bsky-app_ccf70953,Bsky,bsky.app,saas,productivity,0.822,commercial,
brand_trustpilot-com_dac5a461,Trustpilot,trustpilot.com,sports_outdoor,fitness,0.822,commercial,
brand_blogger-com_335b31ca,Blogger,blogger.com,travel_hospitality,hotel_booking,0.822,commercial,
brand_netflix-com_aaee523e,Netflix,netflix.com,art_culture,craft,0.822,commercial,
brand_sedo-com_03efdd1a,Sedo,sedo.com,b2b_services,business_service,0.822,commercial,
brand_theverge-com_600163e1,Theverge,theverge.com,baby_parenting,baby_products,0.822,commercial,
brand_bbc-co-uk_4e831e80,Bbc,bbc.co.uk,beauty_personal_care,skincare,0.822,commercial,
brand_zhihu-com_924f9040,Zhihu,zhihu.com,consumer_electronics,pet_supplies,0.8844,commercial,
brand_mckinsey-com_bc70f283,Mckinsey,mckinsey.com,developer_tools,dev_platform,0.822,commercial,
brand_independent-co-uk_0777de51,Independent,independent.co.uk,education,online_learning,0.822,commercial,
brand_networkadvertising-org_2d2dd74e,Networkadvertising,networkadvertising.org,finance,digital_banking,0.822,commercial,
brand_splashtravels-com_d4080f3a,Splashtravels,splashtravels.com,gaming_entertainment,gaming,0.878,commercial,
brand_mailchi-mp_da39ba69,Mailchi,mailchi.mp,home_appliance,kitchen_appliance,0.822,commercial,
brand_youronlinechoices-com_666c7691,Youronlinechoices,youronlinechoices.com,home_improvement,home_decor,0.822,commercial,
brand_kickstarter-com_465ddee4,Kickstarter,kickstarter.com,local_services,food_delivery,0.822,commercial,
brand_myspace-com_7bbafda8,Myspace,myspace.com,mobility,automotive,0.822,commercial,
brand_huffingtonpost-com_4c388e5f,Huffingtonpost,huffingtonpost.com,pet,pet_supplies,0.722,publisher,publisher_domain_pattern
brand_wix-com_e9b38138,Wix,wix.com,saas,productivity,0.822,commercial,
brand_mdpi-com_248a6cb6,Mdpi,mdpi.com,sports_outdoor,fitness,0.822,commercial,
brand_cbsnews-com_7c7134dd,Cbsnews,cbsnews.com,travel_hospitality,hotel_booking,0.722,publisher,publisher_domain_pattern
brand_scribd-com_aed0f678,Scribd,scribd.com,art_culture,craft,0.822,commercial,
brand_yandex-ru_b86d9a46,Yandex,yandex.ru,baby_parenting,baby_products,0.822,commercial,
brand_reuters-com_56d76a66,Reuters,reuters.com,beauty_personal_care,cosmetics,0.722,publisher,publisher_domain_pattern
brand_hujiang-com_f0c568f4,Hujiang,hujiang.com,consumer_electronics,smartphone,0.884,commercial,
brand_healthline-com_eafc9329,Healthline,healthline.com,developer_tools,dev_platform,0.822,commercial,
brand_iso-org_d1dc318b,Iso,iso.org,education,online_learning,0.822,commercial,
brand_nature-com_d3870163,Nature,nature.com,fashion,footwear,0.822,commercial,
brand_allaboutcookies-org_143fba9c,Allaboutcookies,allaboutcookies.org,food_beverage,snacks,0.822,commercial,
brand_triphobo-com_a4eda2f2,Triphobo,triphobo.com,gaming_entertainment,gaming,0.873,commercial,
brand_ubuntu-com_c49854b4,Ubuntu,ubuntu.com,home_appliance,kitchen_appliance,0.822,commercial,
brand_pexels-com_b36d485a,Pexels,pexels.com,home_improvement,home_decor,0.822,commercial,
brand_it-com_53b40ec7,It,it.com,local_services,food_delivery,0.822,commercial,
brand_steampowered-com_5c4a6613,Steampowered,steampowered.com,mobility,automotive,0.822,commercial,
brand_salesforce-com_4b91021c,Salesforce,salesforce.com,pet,pet_supplies,0.822,commercial,
brand_investopedia-com_d10a5aa5,Investopedia,investopedia.com,saas,productivity,0.822,commercial,
brand_samsung-com_f8dd601a,Samsung,samsung.com,sports_outdoor,fitness,0.822,commercial,
brand_cisco-com_6a62f47a,Cisco,cisco.com,art_culture,craft,0.822,commercial,
brand_businesswire-com_ff3e3c92,Businesswire,businesswire.com,b2b_services,business_service,0.822,commercial,
brand_chatgpt-com_0df973cd,Chatgpt,chatgpt.com,baby_parenting,baby_products,0.822,commercial,
brand_wsj-com_637d35cd,Wsj,wsj.com,beauty_personal_care,cosmetics,0.722,publisher,publisher_domain_pattern
brand_scandict-com_53fcca58,Scandict,scandict.com,consumer_electronics,smartphone,0.879,commercial,
brand_theconversation-com_3c150dd7,Theconversation,theconversation.com,developer_tools,dev_platform,0.822,commercial,
brand_office365-com_b9fbd71f,Office365,office365.com,education,online_learning,0.822,commercial,
brand_discord-com_8013aa73,Discord,discord.com,fashion,apparel,0.822,commercial,
brand_mayoclinic-org_3a562ad4,Mayoclinic,mayoclinic.org,finance,digital_banking,0.822,commercial,
brand_cpanel-com_5c8afe9a,Cpanel,cpanel.com,food_beverage,snacks,0.822,commercial,
brand_escabee-com_1e002301,Escabee,escabee.com,gaming_entertainment,gaming,0.868,commercial,
brand_apnews-com_3c04c358,Apnews,apnews.com,health_wellness,healthcare,0.722,publisher,publisher_domain_pattern
brand_openstreetmap-org_2a1ce5f8,Openstreetmap,openstreetmap.org,home_appliance,kitchen_appliance,0.822,commercial,
brand_sohu-com_afd0872c,Sohu,sohu.com,local_services,food_delivery,0.822,commercial,
brand_fandom-com_dc2d9b2b,Fandom,fandom.com,mobility,automotive,0.822,commercial,
brand_bmj-com_62d5bb0e,Bmj,bmj.com,pet,pet_supplies,0.822,commercial,
brand_webmd-com_b9778dda,Webmd,webmd.com,saas,productivity,0.822,commercial,
brand_indeed-com_669535f4,Indeed,indeed.com,travel_hospitality,hotel_booking,0.822,commercial,
brand_arcgis-com_aa53f4f4,Arcgis,arcgis.com,art_culture,craft,0.822,commercial,
brand_oecd-org_52c8f41a,Oecd,oecd.org,baby_parenting,baby_products,0.822,commercial,
brand_cnbc-com_1b35a362,Cnbc,cnbc.com,beauty_personal_care,skincare,0.722,publisher,publisher_domain_pattern
brand_gsmarena-com_4e9303ea,Gsmarena,gsmarena.com,consumer_electronics,smartphone,0.878,commercial,
brand_eepurl-com_85b555c3,Eepurl,eepurl.com,developer_tools,dev_platform,0.822,commercial,
brand_deloitte-com_e441753d,Deloitte,deloitte.com,education,online_learning,0.822,commercial,
brand_example-com_b0f58cbc,Example,example.com,fashion,footwear,0.822,commercial,
brand_quora-com_324d2e68,Quora,quora.com,finance,digital_banking,0.822,commercial,
brand_marriott-com_a8e94214,Marriott,marriott.com,food_beverage,snacks,0.822,commercial,
brand_artstation-com_ca281d0d,Artstation,artstation.com,gaming_entertainment,gaming,0.863,commercial,
brand_huffpost-com_09bc361e,Huffpost,huffpost.com,health_wellness,healthcare,0.722,publisher,publisher_domain_pattern
brand_deviantart-com_6780ed4c,Deviantart,deviantart.com,home_appliance,kitchen_appliance,0.822,commercial,
brand_vice-com_524f64ce,Vice,vice.com,home_improvement,home_decor,0.822,commercial,
brand_cam-ac-uk_cddf0460,Cam,cam.ac.uk,local_services,food_delivery,0.822,commercial,
brand_sun-com_151840f4,Sun,sun.com,mobility,automotive,0.822,commercial,
brand_ovhcloud-com_7728f4e7,Ovhcloud,ovhcloud.com,pet,pet_supplies,0.822,commercial,
brand_nbcnews-com_b4544061,Nbcnews,nbcnews.com,saas,productivity,0.722,publisher,publisher_domain_pattern
brand_livejournal-com_ed6b7aeb,Livejournal,livejournal.com,sports_outdoor,fitness,0.722,publisher,publisher_domain_pattern
brand_skype-com_62fdf80c,Skype,skype.com,travel_hospitality,hotel_booking,0.822,commercial,
brand_foxnews-com_6c5f40b7,Foxnews,foxnews.com,art_culture,craft,0.722,publisher,publisher_domain_pattern
brand_newyorker-com_694baa19,Newyorker,newyorker.com,b2b_services,business_service,0.822,commercial,
brand_nvidia-com_d7d8904a,Nvidia,nvidia.com,baby_parenting,baby_products,0.822,commercial,
brand_gitlab-com_571d94c2,Gitlab,gitlab.com,beauty_personal_care,cosmetics,0.822,commercial,
brand_tomsguide-com_18f85870,Tomsguide,tomsguide.com,consumer_electronics,smartphone,0.733,commercial,non_brand_hint
brand_zdnet-com_a5b47bcc,Zdnet,zdnet.com,developer_tools,dev_platform,0.822,commercial,
brand_intel-com_54fbb058,Intel,intel.com,education,online_learning,0.822,commercial,
brand_line-me_2eeb732e,Line,line.me,fashion,apparel,0.822,commercial,
brand_apa-org_b3c59acf,Apa,apa.org,finance,digital_banking,0.822,commercial,
brand_adobe-com_c7472814,Adobe,adobe.com,gaming_entertainment,gaming,0.822,commercial,
brand_googleapis-com_e27e247e,Googleapis,googleapis.com,health_wellness,healthcare,0.822,commercial,
brand_odoo-com_317bcdfb,Odoo,odoo.com,home_appliance,kitchen_appliance,0.822,commercial,
brand_windows-net_4f714953,Windows,windows.net,home_improvement,home_decor,0.822,commercial,
brand_about-com_21e6ae58,About,about.com,local_services,food_delivery,0.822,commercial,
brand_nypost-com_b840df47,Nypost,nypost.com,mobility,automotive,0.722,publisher,publisher_domain_pattern
brand_wpastra-com_be7bb55d,Wpastra,wpastra.com,pet,pet_supplies,0.822,commercial,
brand_pbs-org_425b2c11,Pbs,pbs.org,saas,productivity,0.822,commercial,
brand_plos-org_3f8736a0,Plos,plos.org,sports_outdoor,fitness,0.822,commercial,
brand_jimdo-com_2f1a1841,Jimdo,jimdo.com,travel_hospitality,hotel_booking,0.822,commercial,
brand_buydomains-com_3d5070e5,Buydomains,buydomains.com,art_culture,craft,0.822,commercial,
brand_elsevier-com_dcc43d63,Elsevier,elsevier.com,b2b_services,business_service,0.822,commercial,
brand_fortune-com_4edfe600,Fortune,fortune.com,baby_parenting,baby_products,0.822,commercial,
brand_telegraph-co-uk_89325863,Telegraph,telegraph.co.uk,beauty_personal_care,skincare,0.822,commercial,
brand_honor-com_28d07848,Honor,honor.com,consumer_electronics,smartphone,0.863,commercial,
brand_fao-org_03439d37,Fao,fao.org,developer_tools,dev_platform,0.822,commercial,
brand_share-google_26028499,Share,share.google,education,online_learning,0.822,commercial,
brand_wired-com_80188864,Wired,wired.com,fashion,footwear,0.722,publisher,publisher_domain_pattern
brand_android-com_123c29e1,Android,android.com,finance,digital_banking,0.822,commercial,
brand_amazon-de_58985668,Amazon,amazon.de,food_beverage,snacks,0.822,commercial,
brand_medium-com_81a068d5,Medium,medium.com,gaming_entertainment,gaming,0.822,commercial,
brand_postgresql-org_4cf75589,Postgresql,postgresql.org,health_wellness,healthcare,0.722,publisher,publisher_domain_pattern
brand_geocities-com_b8b3068e,Geocities,geocities.com,home_appliance,kitchen_appliance,0.822,commercial,
brand_wiktionary-org_fc45ba63,Wiktionary,wiktionary.org,local_services,food_delivery,0.822,commercial,
brand_admin-ch_ee628f17,Admin,admin.ch,mobility,automotive,0.822,commercial,
brand_in-net_9d34fb45,In,in.net,pet,pet_supplies,0.822,commercial,
brand_psychologytoday-com_b28e0818,Psychologytoday,psychologytoday.com,saas,productivity,0.822,commercial,
brand_fb-me_c8397ee7,Fb,fb.me,sports_outdoor,fitness,0.822,commercial,
brand_jstor-org_cd1fff21,Jstor,jstor.org,travel_hospitality,hotel_booking,0.822,commercial,
brand_giphy-com_b1fee7b2,Giphy,giphy.com,art_culture,craft,0.822,commercial,
brand_fb-watch_0a15a82e,Fb,fb.watch,baby_parenting,baby_products,0.822,commercial,
brand_arxiv-org_699a281d,Arxiv,arxiv.org,beauty_personal_care,cosmetics,0.822,commercial,
brand_fastcompany-com_30704945,Fastcompany,fastcompany.com,developer_tools,dev_platform,0.822,commercial,
brand_safety-google_24dfe8b9,Safety,safety.google,education,online_learning,0.822,commercial,
brand_pewresearch-org_79408ef0,Pewresearch,pewresearch.org,finance,digital_banking,0.822,commercial,
brand_oreilly-com_8ffdad6b,Oreilly,oreilly.com,food_beverage,snacks,0.822,commercial,
brand_launchpad-net_59121606,Launchpad,launchpad.net,gaming_entertainment,gaming,0.822,commercial,
brand_gofundme-com_a7909a49,Gofundme,gofundme.com,health_wellness,healthcare,0.822,commercial,
brand_xinhuanet-com_622ea58e,Xinhuanet,xinhuanet.com,home_appliance,kitchen_appliance,0.822,commercial,
brand_acm-org_f880f812,Acm,acm.org,home_improvement,home_decor,0.822,commercial,
brand_globenewswire-com_791b6115,Globenewswire,globenewswire.com,local_services,food_delivery,0.722,publisher,publisher_domain_pattern
brand_pnas-org_1143a876,Pnas,pnas.org,mobility,automotive,0.822,commercial,
brand_zoom-com_26baf53d,Zoom,zoom.com,pet,pet_supplies,0.822,commercial,
brand_coursera-org_b01d8d9f,Coursera,coursera.org,saas,productivity,0.822,commercial,
brand_go-id_72d4dfad,Go,go.id,sports_outdoor,fitness,0.822,commercial,
brand_elegantthemes-com_3bbdff85,Elegantthemes,elegantthemes.com,travel_hospitality,hotel_booking,0.822,commercial,
brand_jamanetwork-com_c861b3bc,Jamanetwork,jamanetwork.com,art_culture,craft,0.822,commercial,
brand_moodle-org_e5a38b63,Moodle,moodle.org,baby_parenting,baby_products,0.822,commercial,
